Agency,State,State_id
Ocean City Police Department,Maryland,21
Ocean Pines Police Department,Maryland,21
Oxford Police Department,Maryland,21
Perryville Police Department,Maryland,21
Pokomoke City Police Department,Maryland,21
Princess Anne Police Department,Maryland,21
Ridgley Police Department,Maryland,21
Rising Sun Police Department,Maryland,21
Riverdale Park Police Department,Maryland,21
Rockville City Police Department,Maryland,21
Rock Hall Police Department,Maryland,21
St. Michaels Police Department,Maryland,21
Salisbury Police Department,Maryland,21
Seat Pleasant Police Department,Maryland,21
Smithsburg Police Department,Maryland,21
Snow Hill Police Department,Maryland,21
Sykesville Police Department,Maryland,21
Takoma Park Police Department,Maryland,21
Taneytown Police Department,Maryland,21
Thurmont Police Department,Maryland,21
Trappe Police Department,Maryland,21
University Park Police Department,Maryland,21
Upper Marlboro Police Department,Maryland,21
Westernport Police Department,Maryland,21
Westminster Police Department,Maryland,21
Massachusetts Department of Correction,Massachusetts,22
Massachusetts Department of Public Safety,Massachusetts,22
Massachusetts Environmental Police,Massachusetts,22
Massachusetts State Police,Massachusetts,22
Massachusetts Trial Court,Massachusetts,22
Massachusetts Court Officer,Massachusetts,22
Attleboro Police Department [2],Massachusetts,22
Barnstable Police Department [3],Massachusetts,22
Bedford Police Department [4],Massachusetts,22
Boston Police Department [5],Massachusetts,22
Boston Housing Police [6],Massachusetts,22
Braintree Police Department [7],Massachusetts,22
Brockton Police Department [8],Massachusetts,22
Cambridge Police Department [9],Massachusetts,22
Chelsea Police Department [10],Massachusetts,22
Chicopee Police Department [11],Massachusetts,22
Fall River Police Department [12],Massachusetts,22
Fitchburg Police Department [13],Massachusetts,22
Haverhill Police Department [14],Massachusetts,22
Holyoke Police Department [15],Massachusetts,22
Hull Police Department [16],Massachusetts,22
Lawrence Police Department [17],Massachusetts,22
Lowell Police Department [18],Massachusetts,22
Lynn Police Department [19],Massachusetts,22
Malden Police Department [20],Massachusetts,22
Melrose Police Department [21],Massachusetts,22
Marlborough Police Department [22],Massachusetts,22
Methuen Police Department [23],Massachusetts,22
New Bedford Police Department [24],Massachusetts,22
Newton Police Department [25],Massachusetts,22
Northampton Police Department [26],Massachusetts,22
Peabody Police Department [27],Massachusetts,22
Quincy Police Department [28],Massachusetts,22
Revere Police Department [29],Massachusetts,22
Salem Police Department [30],Massachusetts,22
Springfield Police Department [31],Massachusetts,22
Taunton Police Department [32],Massachusetts,22
Waltham Police Department [33],Massachusetts,22
Watertown Police Department [34],Massachusetts,22
Westfield Police Department [35],Massachusetts,22
West Springfield Police Department [36],Massachusetts,22
Weymouth Police Department [37],Massachusetts,22
Woburn Police Department [38],Massachusetts,22
Worcester Police Department [39],Massachusetts,22
Michigan Conservation Officers,Michigan,23
Michigan Department of Corrections,Michigan,23
Michigan State Police,Michigan,23
Baroda-Lake Police Department,Michigan,23
Barry Township Police Department,Michigan,23
Bath Township Police Department,Michigan,23
Benton Township Police Department,Michigan,23
Bloomfield Township Police Department,Michigan,23
Brownstown Township Police Department,Michigan,23
Canton Public Safety Department,Michigan,23
Chesterfield Township Police Department,Michigan,23
Chocolay Township Police Department,Michigan,23
Clay Township Police Department,Michigan,23
Clinton Township Police Department,Michigan,23
Coloma Township Police Department,Michigan,23
Emmett Township Police Department[5],Michigan,23
Flint Township Police Department,Michigan,23
Forsyth Township Police Department,Michigan,23
Gaines Township Police Department,Michigan,23
Grand Blanc Police Department,Michigan,23
Green Oak Township Police Department,Michigan,23
Hamburg Township Police Department,Michigan,23
Home Township Police Department,Michigan,23
Ishpeming Township Police Department,Michigan,23
Kalamazoo Township Police Department,Michigan,23
Lansing Township Police Department,Michigan,23
Meridian Township Police Department,Michigan,23
Niles Township Police Department,Michigan,23
Northfield Township Police Department,Michigan,23
Northville Township Police Department,Michigan,23
Norvell Township Police Department,Michigan,23
Pittsfield Township Police Department,Michigan,23
Plymouth Township Police Department,Michigan,23
Prairieville Township Police Department,Michigan,23
Raisin Township Police Department,Michigan,23
Redford Township Police Department,Michigan,23
Shelby Township Police Department,Michigan,23
Silver Creek Township Police Department,Michigan,23
Spaulding Township Police Department,Michigan,23
Springport Township Police Department,Michigan,23
Unadilla Township Police Department,Michigan,23
Van Buren Township Department of Public Safety,Michigan,23
Waterford Township Police Department,Michigan,23
Waterloo Township Police Department,Michigan,23
West Bloomfield Police Department,Michigan,23
White Lake Township Police Department,Michigan,23
Woodland Township Police Department,Michigan,23
Adrian Police Department,Michigan,23
Akron-Fairgrove Police Department,Michigan,23
Allegan Police Department,Michigan,23
Allen Park Police Department,Michigan,23
Alma Police Department,Michigan,23
Almont Police Department,Michigan,23
Alpena Police Department,Michigan,23
Ann Arbor Police Department,Michigan,23
Argentine Police Department,Michigan,23
Armada Police Department,Michigan,23
Auburn Hills Police Department,Michigan,23
Auburn Police Department,Michigan,23
Augusta Police Department,Michigan,23
Bad Axe Police Department,Michigan,23
Bancroft Police Department,Michigan,23
Bangor Police Department,Michigan,23
Baraga Police Department,Michigan,23
Battle Creek Police Department [6],Michigan,23
Bay City Police Department,Michigan,23
Bellaire Police Department,Michigan,23
Belleville Police Department,Michigan,23
Bellevue Police Department,Michigan,23
Berkley Police Department,Michigan,23
Berrien Springs Police Department,Michigan,23
Beverly Hills Police Department,Michigan,23
Big Rapids Department of Public Safety,Michigan,23
Birch Run Police Department,Michigan,23
Birmingham Police Department,Michigan,23
Blissfield Police Department,Michigan,23
Bloomingdale Police Department,Michigan,23
Boyne City Police Department,Michigan,23
Bridgeport Police Department,Michigan,23
Bridgman Police Department,Michigan,23
Brighton Police Department,Michigan,23
Bronson Police Department,Michigan,23
Brooklyn Police Department,Michigan,23
Brown City Police Department,Michigan,23
Buchanan Police Department,Michigan,23
Burr Oak Police Department,Michigan,23
Burton Police Department,Michigan,23
Byron Police Department,Michigan,23
Cadillac Police Department,Michigan,23
Calumet Police Department,Michigan,23
Capac Police Department,Michigan,23
Carleton Police Department,Michigan,23
Caro Police Department,Michigan,23
Carson City Police Department,Michigan,23
Carsonville Police Department,Michigan,23
Caseville Police Department,Michigan,23
Caspian Police Department,Michigan,23
Cassopolis Police Department,Michigan,23
Cedar Springs Police Department,Michigan,23
Center Line Police Department,Michigan,23
Central Lake Police Department,Michigan,23
Charlevoix Police Department,Michigan,23
Charlotte Police Department,Michigan,23
Cheboygan Police Department,Michigan,23
Chelsea Police Department,Michigan,23
Clare Police Department,Michigan,23
Clarkston Police Department,Michigan,23
Clawson Police Department,Michigan,23
Clinton Police Department,Michigan,23
Clio Police Department,Michigan,23
Coldwater Police Department,Michigan,23
Coleman Police Department,Michigan,23
Colon Police Department,Michigan,23
Constantine Police Department,Michigan,23
Corunna Police Department,Michigan,23
Covert Police Department,Michigan,23
Croswell Police Department,Michigan,23
Crystal Falls Police Department,Michigan,23
Davison Police Department,Michigan,23
Dearborn Heights Police Department,Michigan,23
Dearborn Police Department,Michigan,23
Decatur Police Department,Michigan,23
Deckerville Police Department,Michigan,23
Detroit Police Department,Michigan,23
DeWitt Police Department,Michigan,23
Douglas Police Department,Michigan,23
Dowagiac Police Department,Michigan,23
Durand Police Department,Michigan,23
East Grand Rapids Police Department,Michigan,23
East Jordan Police Department,Michigan,23
East Lansing Police Department,Michigan,23
East Tawas Police Department,Michigan,23
Eastpointe Police Department,Michigan,23
Eaton Rapids Police Department,Michigan,23
Eau Claire Police Department,Michigan,23
Ecorse Police Department,Michigan,23
Edmore Police Department,Michigan,23
Edwardsburg Police Department,Michigan,23
Elk Rapids Police Department,Michigan,23
Elkton Police Department,Michigan,23
Elsie Police Department,Michigan,23
Erie Police Department,Michigan,23
Escanaba Public Safety Department,Michigan,23
Essexville Police Department,Michigan,23
Evart Police Department,Michigan,23
Fairgrove Police Department,Michigan,23
Farmington Hills Police Department,Michigan,23
Fenton Police Department,Michigan,23
Ferndale Police Department,Michigan,23
Ferrysburg Police Department,Michigan,23
Flat Rock Police Department,Michigan,23
Flint Police Department[7],Michigan,23
Flushing Police Department,Michigan,23
Fowlerville Police Department,Michigan,23
Frankenmuth Police Department,Michigan,23
Frankfort Police Department,Michigan,23
Fremont Police Department,Michigan,23
Galesburg Police Department,Michigan,23
Garden City Police Department,Michigan,23
Gaylord Police Department,Michigan,23
Gibraltar Police Department,Michigan,23
Gladwin Police Department,Michigan,23
Grand Beach Police Department,Michigan,23
Grand Blanc Police Department,Michigan,23
Grand Haven Police Department,Michigan,23
Grand Ledge Police Department,Michigan,23
Grand Rapids Police Department,Michigan,23
Grandville Police Department,Michigan,23
Grant City Police Department,Michigan,23
Grayling Police Department,Michigan,23
Grosse Ile Police Department,Michigan,23
Grosse Pointe City Public Safety Department,Michigan,23
Hampton Police Department,Michigan,23
Hamtramck Police Department,Michigan,23
Hancock Police Department,Michigan,23
Harbor Beach Police Department,Michigan,23
Harbor Springs Police Department,Michigan,23
Harper Woods Police Department,Michigan,23
Hart Police Department,Michigan,23
Hartford Police Department,Michigan,23
Hastings Police Department,Michigan,23
Hazel Park Police Department,Michigan,23
Hesperia Police Department,Michigan,23
Highland Park Police Department,Michigan,23
Hillsdale Police Department,Michigan,23
Holland Police Department,Michigan,23
Holly Police Department,Michigan,23
Homer Police Department,Michigan,23
Houghton Police Department,Michigan,23
Howard City Police Department,Michigan,23
Howell Police Department,Michigan,23
Hudson Police Department,Michigan,23
Hudsonville Police Department,Michigan,23
Huntington Woods Police Department,Michigan,23
Imlay City Police Department,Michigan,23
Inkster Police Department [8],Michigan,23
Iron Mountain Police Department,Michigan,23
Iron River Police Department,Michigan,23
Ironwood Police Department,Michigan,23
Ishpeming Police Department,Michigan,23
Ithaca Police Department,Michigan,23
Jackson Police Department,Michigan,23
Jonesville Police Department,Michigan,23
Kalamazoo Department of Public Safety,Michigan,23
Kalkaska Police Department,Michigan,23
Keego Harbor Police Department,Michigan,23
Kentwood Police Department,Michigan,23
Laingsburg Police Department [9],Michigan,23
Lake Linden Police Department,Michigan,23
Lake Odessa Police Department,Michigan,23
Lake Orion Police Department,Michigan,23
L'Anse Police Department,Michigan,23
Lansing Police Department,Michigan,23
Lapeer Police Department,Michigan,23
Lathrup Village Police Department,Michigan,23
Laurium Police Department,Michigan,23
Lawrence Police Department,Michigan,23
Lawton Police Department,Michigan,23
Lennon Police Department,Michigan,23
Leslie Police Department,Michigan,23
Lexington Police Department,Michigan,23
Lincoln Park Police Department,Michigan,23
Linden Police Department,Michigan,23
Litchfield Police Department,Michigan,23
Livonia Police Department,Michigan,23
Lowell Police Department,Michigan,23
Ludington Police Department,Michigan,23
Luna Pier Police Department,Michigan,23
Mackinac Island Police Department,Michigan,23
Mackinaw City Police Department,Michigan,23
Madison Heights Police Department,Michigan,23
Mancelona Police Department,Michigan,23
Manistee Police Department,Michigan,23
Manton Police Department,Michigan,23
Maple Rapids Police Department,Michigan,23
Marcellus Police Department,Michigan,23
Marine City Police Department,Michigan,23
Marion Police Department,Michigan,23
Marlette Police Department,Michigan,23
Marquette Police Department,Michigan,23
Marshall Police Department,Michigan,23
Marysville Police Department,Michigan,23
Mason Police Department,Michigan,23
Mattawan Police Department,Michigan,23
Mayville Police Department,Michigan,23
Melvindale Police Department,Michigan,23
Memphis Police Department,Michigan,23
Mendon Police Department,Michigan,23
Michiana Police Department,Michigan,23
Middleville Police Department,Michigan,23
Midland Police Department,Michigan,23
Milan Police Department,Michigan,23
Milford Police Department,Michigan,23
Millington Police Department,Michigan,23
Monroe Police Department,Michigan,23
Montague Police Department,Michigan,23
Morenci Police Department,Michigan,23
Morrice Police Department,Michigan,23
Mount Morris Police Department,Michigan,23
Mount Pleasant Police Department,Michigan,23
Munising Police Department,Michigan,23
Muskegon Heights Police Department,Michigan,23
Muskegon Police Department,Michigan,23
Napoleon Police Department,Michigan,23
Nashville Police Department,Michigan,23
Negaunee City Police Department,Michigan,23
New Baltimore Police Department,Michigan,23
New Buffalo Police Department,Michigan,23
New Haven Police Department,Michigan,23
New Lothrop Police Department,Michigan,23
Newaygo Police Department,Michigan,23
Newberry Police Department,Michigan,23
Niles Police Department,Michigan,23
North Muskegon Police Department,Michigan,23
Norton Shores Police Department,Michigan,23
Norway Police Department,Michigan,23
Novi Police Department,Michigan,23
Oak Park Police Department,Michigan,23
Olivet Police Department,Michigan,23
Onaway Police Department,Michigan,23
Orchard Lake Police Department,Michigan,23
Otisville Police Department,Michigan,23
Otsego Police Department,Michigan,23
Ovid Police Department,Michigan,23
Owendale Police Department,Michigan,23
Owosso Police Department,Michigan,23
Oxford Police Department,Michigan,23
Parchment Police Department,Michigan,23
Parma Police Department,Michigan,23
Paw Paw Police Department,Michigan,23
Peck Police Department,Michigan,23
Pentwater Police Department,Michigan,23
Perry Police Department,Michigan,23
Pigeon Police Department,Michigan,23
Pinckney Police Department,Michigan,23
Pinconning Police Department,Michigan,23
Plainwell Police Department,Michigan,23
Pleasant Ridge Police Department,Michigan,23
Plymouth Police Department,Michigan,23
Pontiac Police Department,Michigan,23
Port Austin Police Department,Michigan,23
Port Huron Police Department,Michigan,23
Port Sanilac Police Department,Michigan,23
Portage Police Department,Michigan,23
Portland Police Department,Michigan,23
Potterville Police Department,Michigan,23
Raisin Township Police Department,Michigan,23
Reading Police Department,Michigan,23
Reed City Police Department,Michigan,23
Reese Police Department,Michigan,23
Richmond Police Department,Michigan,23
River Rouge Police Department,Michigan,23
Riverview Police Department,Michigan,23
Rochester Police Department,Michigan,23
Rockford Police Department,Michigan,23
Rockwood Police Department,Michigan,23
Rogers City Police Department,Michigan,23
Romeo Police Department,Michigan,23
Romulus Police Department,Michigan,23
Roosevelt Park Police Department,Michigan,23
Rose City Police Department,Michigan,23
Roseville Police Department,Michigan,23
Rothbury Police Department,Michigan,23
Royal Oak Police Department,Michigan,23
Saginaw Police Department,Michigan,23
Saline Police Department,Michigan,23
Sand Lake Police Department,Michigan,23
Sandusky Police Department,Michigan,23
Saugatuck Police Department,Michigan,23
Sault Ste Marie Police Department,Michigan,23
Schoolcraft Police Department,Michigan,23
Scottville Police Department,Michigan,23
Shelby Police Department,Michigan,23
Shepherd Police Department,Michigan,23
South Haven Police Department,Michigan,23
South Lyon Police Department,Michigan,23
South Rockwood Police Department,Michigan,23
Southfield Police Department,Michigan,23
Southgate Police Department,Michigan,23
Sparta Police Department,Michigan,23
Spring Arbor Police Department,Michigan,23
Spring Lake Police Department,Michigan,23
Springfield Police Department,Michigan,23
St. Charles Police Department,Michigan,23
St. Clair Police Department,Michigan,23
St. Clair Shores Police Department,Michigan,23
St. Ignace Police Department,Michigan,23
St. Johns Police Department,Michigan,23
St. Joseph Police Department,Michigan,23
St. Louis Police Department,Michigan,23
Sterling Heights Police Department,Michigan,23
Stockbridge Police Department,Michigan,23
Sturgis Police Department [5],Michigan,23
Suttons Bay Police Department,Michigan,23
Swartz Creek Police Department,Michigan,23
Sylvan Lake Police Department,Michigan,23
Taylor Police Department,Michigan,23
Three Oaks Police Department,Michigan,23
Three Rivers Police Department,Michigan,23
Traverse City Police Department,Michigan,23
Trenton Police Department,Michigan,23
Troy Police Department,Michigan,23
Ubly Police Department,Michigan,23
Union City Police Department,Michigan,23
Utica Police Department,Michigan,23
Vassar Police Department,Michigan,23
Vernon Police Department,Michigan,23
Vicksburg Police Department,Michigan,23
Walker Police Department,Michigan,23
Walled Lake Police Department,Michigan,23
Warren Police Department,Michigan,23
Watervliet Police Department,Michigan,23
Wayland Police Department,Michigan,23
Wayne Police Department,Michigan,23
West Branch Police Department,Michigan,23
Westland Police Department [10],Michigan,23
White Cloud Police Department,Michigan,23
White Pigeon Police Department,Michigan,23
Whitehall Police Department,Michigan,23
Williamston Police Department,Michigan,23
Wixom Police Department,Michigan,23
Wolverine Lake Village Police Department,Michigan,23
Woodhaven Police Department,Michigan,23
Wyandotte Police Department,Michigan,23
Wyoming Police Department,Michigan,23
Yale Police Department,Michigan,23
Ypsilanti Police Department,Michigan,23
Zeeland Police Department,Michigan,23
Minnesota Department of Corrections,Minnesota,24
Minnesota Department of Natural Resources,Minnesota,24
Law Enforcement Division,Minnesota,24
Minnesota Department of Public Safety,Minnesota,24
Minnesota Bureau of Criminal Apprehension,Minnesota,24
Minnesota State Fire Marshal,Minnesota,24
Minnesota State Patrol,Minnesota,24
Ada Police Department,Minnesota,24
Adrian Police Department,Minnesota,24
Aitkin Police Department,Minnesota,24
Albany Police Department,Minnesota,24
Albert Lea Police Department,Minnesota,24
Alexandria Police Department,Minnesota,24
Annandale Police Department,Minnesota,24
Anoka Police Department,Minnesota,24
Apple Valley Police Department,Minnesota,24
Appleton Police Department,Minnesota,24
Arlington-Green Isle Police Department,Minnesota,24
Atwater Police Department[2],Minnesota,24
Austin Police Department,Minnesota,24
Avon Police Department,Minnesota,24
Babbitt Police Department,Minnesota,24
Bagley Police Department,Minnesota,24
Barnesville Police Department,Minnesota,24
Battle Lake Police Department,Minnesota,24
Baudette Police Department,Minnesota,24
Baxter Police Department,Minnesota,24
Bayport Police Department,Minnesota,24
Becker Police Department,Minnesota,24
Belgrade Police Department,Minnesota,24
Belle Plaine Police Department,Minnesota,24
Bemidji Police Department,Minnesota,24
Benson Police Department,Minnesota,24
Big Lake Police Department,Minnesota,24
Bird Island Police Department,Minnesota,24
Biwabik Police Department,Minnesota,24
Blaine Police Department,Minnesota,24
Blooming Prairie Police Department,Minnesota,24
Bloomington Police Department,Minnesota,24
Blue Earth Police Department,Minnesota,24
Bovey Police Department,Minnesota,24
Boyd Police Department,Minnesota,24
Braham Police Department,Minnesota,24
Brainerd Police Department,Minnesota,24
Breckenridge Police Department,Minnesota,24
Breezy Point Police Department,Minnesota,24
Brooklyn Center Police Department,Minnesota,24
Brooklyn Park Police Department,Minnesota,24
Brownton Police Department,Minnesota,24
Buffalo Police Department,Minnesota,24
Buffalo Lake Police Department,Minnesota,24
Buhl Police Department,Minnesota,24
Burnsville Police Department,Minnesota,24
Caledonia Police Department,Minnesota,24
Cambridge Police Department,Minnesota,24
Canby Police Department,Minnesota,24
Cannon Falls Police Department,Minnesota,24
Cass Lake Police Department,Minnesota,24
Champlin Police Department,Minnesota,24
Chaska Police Department,Minnesota,24
Chatfield Police Department,Minnesota,24
Chisago City Police Department,Minnesota,24
Chisholm Police Department,Minnesota,24
Circle Pines Police Department,Minnesota,24
Clara City Police Department,Minnesota,24
Clarkfield Police Department,Minnesota,24
Cloquet Police Department,Minnesota,24
Cold Spring Richmond Police Department,Minnesota,24
Coleraine Police Department,Minnesota,24
Columbia Heights Police Department,Minnesota,24
Coon Rapids Police Department,Minnesota,24
Corcoran Police Department,Minnesota,24
Cottage Grove Police Department,Minnesota,24
Crookston Police Department,Minnesota,24
Crosby Police Department,Minnesota,24
Crosslake Police Department,Minnesota,24
Crystal Police Department,Minnesota,24
Cuyuna Police Department,Minnesota,24
Dawson Police Department,Minnesota,24
Deephaven Police Department,Minnesota,24
Deer River Police Department,Minnesota,24
Deerwood Police Department,Minnesota,24
Detroit Lakes Police Department,Minnesota,24
Dilworth Police Department,Minnesota,24
Duluth Police Department,Minnesota,24
Dundas Police Department,Minnesota,24
Eagan Police Department,Minnesota,24
Eagle Lake Police Department,Minnesota,24
East Grand Forks Police Department,Minnesota,24
Echo Police Department,Minnesota,24
Eden Prairie Police Department,Minnesota,24
Edina Police Department,Minnesota,24
Elbow Lake Police Department,Minnesota,24
Elk River Police Department,Minnesota,24
Elko New Market Police Department,Minnesota,24
Ely Police Department,Minnesota,24
Emily Police Department,Minnesota,24
Eveleth Police Department,Minnesota,24
Fairmont Police Department,Minnesota,24
Faribault Police Department,Minnesota,24
Farmington Police Department,Minnesota,24
Fergus Falls Police Department,Minnesota,24
Fisher Police Department,Minnesota,24
Foley Police Department,Minnesota,24
Forest Lake Police Department,Minnesota,24
Fosston Police Department,Minnesota,24
Frazee Police Department,Minnesota,24
Fulda Police Department,Minnesota,24
Gaylord Police Department,Minnesota,24
Gibbon Police Department,Minnesota,24
Gilbert Police Department,Minnesota,24
Glencoe Police Department,Minnesota,24
Glenwood Police Department,Minnesota,24
Goodview Police Department,Minnesota,24
Grand Marais Police Department,Minnesota,24
Grand Rapids Police Department,Minnesota,24
Granite Falls Police Department,Minnesota,24
Hackensack Police Department,Minnesota,24
Hallock Police Department,Minnesota,24
Hancock Police Department,Minnesota,24
Hastings Police Department,Minnesota,24
Hawley Police Department,Minnesota,24
Hector Police Department,Minnesota,24
Henderson Police Department,Minnesota,24
Hendricks Police Department,Minnesota,24
Henning Police Department,Minnesota,24
Hermantown Police Department,Minnesota,24
Hibbing Police Department,Minnesota,24
Hokah Police Department,Minnesota,24
Hopkins Police Department,Minnesota,24
Houston Police Department,Minnesota,24
Howard Lake Police Department,Minnesota,24
Hoyt Lakes Police Department,Minnesota,24
Hutchinson Police Department,Minnesota,24
International Falls Police Department,Minnesota,24
Inver Grove Heights Police Department,Minnesota,24
Isle Police Department,Minnesota,24
Ivanhoe Police Department,Minnesota,24
Jackson Police Department,Minnesota,24
Janesville Police Department,Minnesota,24
Jordan Police Department,Minnesota,24
Kasson Police Department,Minnesota,24
Keewatin Police Department,Minnesota,24
La Crescent Police Department,Minnesota,24
Lake Benton Police Department,Minnesota,24
Lake City Police Department,Minnesota,24
Lake Crystal Police Department,Minnesota,24
Lakefield Police Department,Minnesota,24
Lakeville Police Department,Minnesota,24
Lamberton Police Department,Minnesota,24
Le Center Police Department,Minnesota,24
Le Sueur Police Department,Minnesota,24
Lester Prairie Police Department,Minnesota,24
Lewiston Police Department,Minnesota,24
Lindstrom Police Department,Minnesota,24
Lino Lakes Police Department,Minnesota,24
Litchfield Police Department,Minnesota,24
Little Falls Police Department,Minnesota,24
Long Prairie Police Department,Minnesota,24
Lonsdale Police Department,Minnesota,24
Madelia Police Department,Minnesota,24
Madison Police Department,Minnesota,24
Maple Grove Police Department,Minnesota,24
Mapleton Police Department,Minnesota,24
Maplewood Police Department,Minnesota,24
Medina Police Department,Minnesota,24
Melrose Police Department,Minnesota,24
Menahga Police Department,Minnesota,24
Mendota Heights Police Department,Minnesota,24
Milaca Police Department,Minnesota,24
Mille Lacs Band Police Department,Minnesota,24
Minneapolis Police Department,Minnesota,24
Minneota Police Department,Minnesota,24
Minnetonka Police Department,Minnesota,24
Minnetrista Police Department,Minnesota,24
Montevideo Police Department,Minnesota,24
Montgomery Police Department,Minnesota,24
Moorhead Police Department,Minnesota,24
Moose Lake Police Department,Minnesota,24
Mora Police Department,Minnesota,24
Morgan Police Department,Minnesota,24
Morris Police Department,Minnesota,24
Mound Police Department,Minnesota,24
Mounds View Police Department,Minnesota,24
Mountain Lake Police Department,Minnesota,24
Nashwauk Police Department,Minnesota,24
Nett Lake Police Department,Minnesota,24
New Brighton Police Department,Minnesota,24
New Hope Police Department,Minnesota,24
New Prague Police Department,Minnesota,24
New Richland Police Department,Minnesota,24
New Ulm Police Department,Minnesota,24
New York Mills Police Department,Minnesota,24
Newport Police Department,Minnesota,24
North Branch Police Department,Minnesota,24
North Mankato Police Department,Minnesota,24
North St Paul Police Department,Minnesota,24
Northfield Police Department,Minnesota,24
Oakdale Police Department,Minnesota,24
Olivia Police Department,Minnesota,24
Ortonville Police Department,Minnesota,24
Osakis Police Department,Minnesota,24
Osseo Police Department,Minnesota,24
Owatonna Police Department,Minnesota,24
Park Rapids Police Department,Minnesota,24
Parkers Prairie Police Department,Minnesota,24
Paynesville Police Department,Minnesota,24
Pelican Rapids Police Department,Minnesota,24
Perham Police Department,Minnesota,24
Pierz Police Department,Minnesota,24
Plainview Police Department,Minnesota,24
Plymouth Police Department,Minnesota,24
Preston Police Department,Minnesota,24
Princeton Police Department,Minnesota,24
Prior Lake Police Department,Minnesota,24
Proctor Police Department,Minnesota,24
Ramsey Police Department,Minnesota,24
Red Wing Police Department,Minnesota,24
Redwood Falls Police Department,Minnesota,24
Renville Police Department,Minnesota,24
Richfield Police Department,Minnesota,24
Robbinsdale Police Department,Minnesota,24
Rochester Police Department,Minnesota,24
Rogers Police Department,Minnesota,24
Roseau Police Department,Minnesota,24
Rosemount Police Department,Minnesota,24
Roseville Police Department,Minnesota,24
Rushford Police Department,Minnesota,24
Sartell Police Department,Minnesota,24
Sauk Centre Police Department,Minnesota,24
Sauk Rapids Police Department,Minnesota,24
Savage Police Department,Minnesota,24
Sebeka Police Department,Minnesota,24
Shakopee Police Department,Minnesota,24
Sherburn Police Department,Minnesota,24
Silver Bay Police Department,Minnesota,24
Silver Lake Police Department,Minnesota,24
Slayton Police Department,Minnesota,24
Sleepy Eye Police Department,Minnesota,24
South Lake Minnetonka Police Department,Minnesota,24
Spring Grove Police Department,Minnesota,24
Spring Lake Park Police Department,Minnesota,24
Springfield Police Department,Minnesota,24
St. Anthony Police Department,Minnesota,24
St. Charles Police Department,Minnesota,24
St. Cloud Police Department,Minnesota,24
St. Francis Police Department,Minnesota,24
St. James Police Department,Minnesota,24
St. Joseph Police Department,Minnesota,24
St. Louis Park Police Department,Minnesota,24
St. Paul Police Department,Minnesota,24
St. Paul Park Police Department,Minnesota,24
Staples Police Department,Minnesota,24
Starbuck Police Department,Minnesota,24
Stewart Police Department,Minnesota,24
Stillwater Police Department,Minnesota,24
Thief River Falls Police Department,Minnesota,24
Tracy Police Department,Minnesota,24
Truman Police Department,Minnesota,24
Twin Valley Police Department,Minnesota,24
Two Harbors Police Department,Minnesota,24
Tyler Police Department,Minnesota,24
Virginia Police Department,Minnesota,24
Wabasha Police Department,Minnesota,24
Wadena Police Department,Minnesota,24
Waite Park Police Department,Minnesota,24
Walker Police Department,Minnesota,24
Warren Police Department,Minnesota,24
Warroad Police Department,Minnesota,24
Waseca Police Department,Minnesota,24
Waterville Police Department,Minnesota,24
Watkins Police Department,Minnesota,24
Wayzata Police Department,Minnesota,24
Wells Police Department,Minnesota,24
West Concord Police Department,Minnesota,24
West St Paul Police Department,Minnesota,24
Westbrook Police Department,Minnesota,24
Wheaton Police Department,Minnesota,24
White Bear Lake Police Department,Minnesota,24
Willmar Police Department,Minnesota,24
Windom Police Department,Minnesota,24
Winnebago Police Department,Minnesota,24
Winona Police Department,Minnesota,24
Winsted Police Department,Minnesota,24
Winthrop Police Department,Minnesota,24
Woodbury Police Department,Minnesota,24
Worthington Police Department,Minnesota,24
Wyoming Police Department,Minnesota,24
Zumbrota Police Department,Minnesota,24
Mississippi Attorney General's Office,Mississippi,25
Mississippi Bureau of Investigation [2],Mississippi,25
Mississippi Bureau of Narcotics,Mississippi,25
Mississippi Capitol Police,Mississippi,25
Mississippi Department of Corrections,Mississippi,25
"Mississippi Department of Wildlife, Fisheries and Parks",Mississippi,25
Law Enforcement Division [2],Mississippi,25
Mississippi Highway Patrol,Mississippi,25
Mississippi Department of Transportation Office of Law Enforcement,Mississippi,25
Mississippi Gaming Commission,Mississippi,25
Mississippi Agricultural & Livestock Theft Bureau,Mississippi,25
Aberdeen Police Department,Mississippi,25
Ackerman Police Department,Mississippi,25
Amory Police Department,Mississippi,25
Ashland Police Department,Mississippi,25
Baldwyn Police Department,Mississippi,25
Bassfield Police Department,Mississippi,25
Batesville Police Department,Mississippi,25
Bay Saint Louis Police Department,Mississippi,25
Bay Springs Police Department,Mississippi,25
Belmont Police Department,Mississippi,25
Belzoni Police Department,Mississippi,25
Biloxi Police Department,Mississippi,25
Booneville Police Department,Mississippi,25
Brandon Police Department,Mississippi,25
Brookhaven Police Department,Mississippi,25
Bruce Police Department,Mississippi,25
Bude Police Department,Mississippi,25
Burnsville Police Department,Mississippi,25
Byhalia Police Department,Mississippi,25
Byram Police Department,Mississippi,25
Calhoun City Police Department,Mississippi,25
Canton Police Department,Mississippi,25
Carthage Police Department,Mississippi,25
Centreville Police Department,Mississippi,25
Charleston Police Department,Mississippi,25
Clarksdale Police Department,Mississippi,25
Cleveland Police Department,Mississippi,25
Clinton Police Department,Mississippi,25
Coffeeville Police Department,Mississippi,25
